paper_id,title,author,venue_name,publish_date,year,url,code,code_confidence,abstract,doi,arxiv_id,source,sources,citations,tags,relevance_score,ranking_score,crawl_timestamp
37023abce586739a,Concept Influence: Leveraging Interpretability to Improve Performance and Efficiency in Training Data Attribution,"Matthew Kowal, Gonçalo Paulo, Louis Jaburi, Tom Tseng, McKinney, Lev E, Stefan Heimersheim, Aaron David Tucker, Adam Gleave, Kellin Pelrine",ArXiv.org,2026-02-16,2026,http://arxiv.org/abs/2602.14869,https://github.com/eerstar/LLM-Agent-paper-daily,high,"As large language models are increasingly trained and fine-tuned, practitioners need methods to identify which training data drive specific behaviors, particularly unintended ones. Training Data Attribution (TDA) methods address this by estimating datapoint influence. Existing approaches like influence functions are both computationally expensive and attribute based on single test examples, which can bias results toward syntactic rather than semantic similarity. To address these issues of scalability and influence to abstract behavior, we leverage interpretable structures within the model during the attribution. First, we introduce Concept Influence which attribute model behavior to semantic directions (such as linear probes or sparse autoencoder features) rather than individual test examples. Second, we show that simple probe-based attribution methods are first-order approximations of Concept Influence that achieve comparable performance while being over an order-of-magnitude faster. We empirically validate Concept Influence and approximations across emergent misalignment benchmarks and real post-training datasets, and demonstrate they achieve comparable performance to classical influence functions while being substantially more scalable. More broadly, we show that incorporating interpretable structure within traditional TDA pipelines can enable more scalable, explainable, and better control of model behavior through data.",,,openalex,openalex,,"influence_functions, training_data_attribution",23,75.18,2026-05-31T20:19:34+00:00
10.52202/079017-2129,Training Data Attribution via Approximate Unrolling,"Juhan Bae, Roger Grosse, Wu Lin, Jonathan Lorraine",OpenAlex,2024-01-01,2024,https://doi.org/10.52202/079017-2129,https://github.com/SJTU-DMTai/awesome-ml-data-quality-papers,high,"Many training data attribution (TDA) methods aim to estimate how a model’s behavior would change if one or more data points were removed from the training set. Methods based on implicit differentiation, such as influence functions, can be made computationally efficient, but fail to account for underspecification, the implicit bias of the optimization algorithm, or multi-stage training pipelines. By contrast, methods based on unrolling address these issues but face scalability challenges. In this work, we connect the implicit-differentiation-based and unrolling-based approaches and combine their benefits by introducing S OURCE , an approximate unrolling-based TDA method that is computed using an influence-function-like formula. While being computationally efficient compared to unrolling-based approaches, S OURCE is suitable in cases where implicit-differentiation-based approaches struggle, such as in non-converged models and multi-stage training pipelines. Empirically, S OURCE outperforms existing TDA techniques in coun-terfactual prediction, especially in settings where implicit-differentiation-based approaches fall short.",10.52202/079017-2129,,openalex,"openalex, semantic_scholar",29,"influence_functions, training_data_attribution",25,75.15,2026-05-31T20:19:34+00:00
2410.13850v5,Influence Functions for Scalable Data Attribution in Diffusion Models,"Bruno Mlodozeniec, Runa Eschenhagen, Juhan Bae, Alexander Immer, David Krueger, Richard Turner",arXiv,2024-10-17,2024,http://arxiv.org/abs/2410.13850v5,https://github.com/SJTU-DMTai/awesome-ml-data-quality-papers,high,"Diffusion models have led to significant advancements in generative modelling. Yet their widespread adoption poses challenges regarding data attribution and interpretability. In this paper, we aim to help address such challenges in diffusion models by developing an influence functions framework. Influence function-based data attribution methods approximate how a model's output would have changed if some training data were removed. In supervised learning, this is usually used for predicting how the loss on a particular example would change. For diffusion models, we focus on predicting the change in the probability of generating a particular example via several proxy measurements. We show how to formulate influence functions for such quantities and how previously proposed methods can be interpreted as particular design choices in our framework. To ensure scalability of the Hessian computations in influence functions, we systematically develop K-FAC approximations based on generalised Gauss-Newton matrices specifically tailored to diffusion models. We recast previously proposed methods as specific design choices in our framework and show that our recommended method outperforms previous data attribution approaches on common evaluations, such as the Linear Data-modelling Score (LDS) or retraining without top influences, without the need for method-specific hyperparameter tuning.",,2410.13850v5,arxiv,arxiv,,"influence_functions, training_data_attribution",23,74.68,2026-05-31T20:19:34+00:00
2412.01335v1,A Versatile Influence Function for Data Attribution with Non-Decomposable Loss,"Junwei Deng, Weijing Tang, Jiaqi W. Ma",arXiv,2024-12-02,2024,http://arxiv.org/abs/2412.01335v1,https://github.com/SJTU-DMTai/awesome-ml-data-quality-papers,high,"Influence function, a technique rooted in robust statistics, has been adapted in modern machine learning for a novel application: data attribution -- quantifying how individual training data points affect a model's predictions. However, the common derivation of influence functions in the data attribution literature is limited to loss functions that can be decomposed into a sum of individual data point losses, with the most prominent examples known as M-estimators. This restricts the application of influence functions to more complex learning objectives, which we refer to as non-decomposable losses, such as contrastive or ranking losses, where a unit loss term depends on multiple data points and cannot be decomposed further. In this work, we bridge this gap by revisiting the general formulation of influence function from robust statistics, which extends beyond M-estimators. Based on this formulation, we propose a novel method, the Versatile Influence Function (VIF), that can be straightforwardly applied to machine learning models trained with any non-decomposable loss. In comparison to the classical approach in statistics, the proposed VIF is designed to fully leverage the power of auto-differentiation, hereby eliminating the need for case-specific derivations of each loss function. We demonstrate the effectiveness of VIF across three examples: Cox regression for survival analysis, node embedding for network analysis, and listwise learning-to-rank for information retrieval. In all cases, the influence estimated by VIF closely resembles the results obtained by brute-force leave-one-out retraining, while being up to $10^3$ times faster to compute. We believe VIF represents a significant advancement in data attribution, enabling efficient influence-function-based attribution across a wide range of machine learning paradigms, with broad potential for practical use cases.",,2412.01335v1,arxiv,arxiv,,"influence_functions, training_data_attribution",23,74.68,2026-05-31T20:19:34+00:00
2405.13954v1,What is Your Data Worth to GPT? LLM-Scale Data Valuation with Influence Functions,"Sang Keun Choe, Hwijeen Ahn, Juhan Bae, Kewen Zhao, Minsoo Kang, Youngseog Chung, Adithya Pratapa, Willie Neiswanger, Emma Strubell, Teruko Mitamura, Jeff Schneider, Eduard Hovy, Roger Grosse, Eric Xing",arXiv,2024-05-22,2024,http://arxiv.org/abs/2405.13954v1,https://github.com/logix-project/logix,high,"Large language models (LLMs) are trained on a vast amount of human-written data, but data providers often remain uncredited. In response to this issue, data valuation (or data attribution), which quantifies the contribution or value of each data to the model output, has been discussed as a potential solution. Nevertheless, applying existing data valuation methods to recent LLMs and their vast training datasets has been largely limited by prohibitive compute and memory costs. In this work, we focus on influence functions, a popular gradient-based data valuation method, and significantly improve its scalability with an efficient gradient projection strategy called LoGra that leverages the gradient structure in backpropagation. We then provide a theoretical motivation of gradient projection approaches to influence functions to promote trust in the data valuation process. Lastly, we lower the barrier to implementing data valuation systems by introducing LogIX, a software package that can transform existing training code into data valuation code with minimal effort. In our data valuation experiments, LoGra achieves competitive accuracy against more expensive baselines while showing up to 6,500x improvement in throughput and 5x reduction in GPU memory usage when applied to Llama3-8B-Instruct and the 1B-token dataset.",,2405.13954v1,arxiv,arxiv,,"influence_functions, training_data_attribution, data_valuation",23,74.68,2026-05-31T20:19:34+00:00
2410.01285v2,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,"Kangxi Wu, Liang Pang, Huawei Shen, Xueqi Cheng",arXiv,2024-10-02,2024,http://arxiv.org/abs/2410.01285v2,https://github.com/cansee5/DDA,high,"The black-box nature of large language models (LLMs) poses challenges in interpreting results, impacting issues such as data intellectual property protection and hallucination tracing. Training data attribution (TDA) methods are considered effective solutions to address these challenges. Most recent TDA methods rely on influence functions, assuming the model achieves minimized empirical risk. However, achieving this criterion is difficult, and sourcing accuracy can be compromised by fitting errors during model training. In this paper, we introduce a novel TDA method called Debias and Denoise Attribution (DDA), which enhances influence functions by addressing fitting errors. Specifically, the debias strategy seeks to improve the performance of influence functions by eliminating the knowledge bias present in the base model before fine-tuning, while the denoise strategy aims to reduce discrepancies in influence scores arising from varying degrees of fitting during the training process through smoothing techniques. Experimental results demonstrate that our method significantly outperforms existing approaches, achieving an averaged AUC of 91.64%. Moreover, DDA exhibits strong generality and scalability across various sources and different-scale models like LLaMA2, QWEN2, and Mistral.",,2410.01285v2,arxiv,arxiv,,"influence_functions, training_data_attribution",23,74.68,2026-05-31T20:19:34+00:00
0665ba938a2c5b27,Better Training Data Attribution via Better Inverse Hessian-Vector Products,"Andrew Wang, Elisa Nguyen, R. J. Yang, Juhan Bae, Sheila A. McIlraith, Roger Grosse",ArXiv.org,2025-07-19,2025,http://arxiv.org/abs/2507.14740,https://github.com/wanglingxiang0717/LLM_Continual_Learning_Papers,high,"Training data attribution (TDA) provides insights into which training data is responsible for a learned model behavior. Gradient-based TDA methods such as influence functions and unrolled differentiation both involve a computation that resembles an inverse Hessian-vector product (iHVP), which is difficult to approximate efficiently. We introduce an algorithm (ASTRA) which uses the EKFAC-preconditioner on Neumann series iterations to arrive at an accurate iHVP approximation for TDA. ASTRA is easy to tune, requires fewer iterations than Neumann series iterations, and is more accurate than EKFAC-based approximations. Using ASTRA, we show that improving the accuracy of the iHVP approximation can significantly improve TDA performance.",,,openalex,openalex,,"influence_functions, training_data_attribution",23,73.93,2026-05-31T20:19:34+00:00
2306.02174v1,Training Data Attribution for Diffusion Models,"Zheng Dai, David K Gifford",arXiv,2023-06-03,2023,http://arxiv.org/abs/2306.02174v1,https://github.com/jjbrophy47/machine_unlearning,high,"Diffusion models have become increasingly popular for synthesizing high-quality samples based on training datasets. However, given the oftentimes enormous sizes of the training datasets, it is difficult to assess how training data impact the samples produced by a trained diffusion model. The difficulty of relating diffusion model inputs and outputs poses significant challenges to model explainability and training data attribution. Here we propose a novel solution that reveals how training data influence the output of diffusion models through the use of ensembles. In our approach individual models in an encoded ensemble are trained on carefully engineered splits of the overall training data to permit the identification of influential training examples. The resulting model ensembles enable efficient ablation of training data influence, allowing us to assess the impact of training data on model outputs. We demonstrate the viability of these ensembles as generative models and the validity of our approach to assessing influence.",,2306.02174v1,arxiv,arxiv,,training_data_attribution,23,73.43,2026-05-31T20:19:34+00:00
2310.00902v3,DataInf: Efficiently Estimating Data Influence in LoRA-tuned LLMs and Diffusion Models,"Yongchan Kwon, Eric Wu, Kevin Wu, James Zou",arXiv,2023-10-02,2023,http://arxiv.org/abs/2310.00902v3,https://github.com/diff-usion/Awesome-Diffusion-Models,high,"Quantifying the impact of training data points is crucial for understanding the outputs of machine learning models and for improving the transparency of the AI pipeline. The influence function is a principled and popular data attribution method, but its computational cost often makes it challenging to use. This issue becomes more pronounced in the setting of large language models and text-to-image models. In this work, we propose DataInf, an efficient influence approximation method that is practical for large-scale generative AI models. Leveraging an easy-to-compute closed-form expression, DataInf outperforms existing influence computation algorithms in terms of computational and memory efficiency. Our theoretical analysis shows that DataInf is particularly well-suited for parameter-efficient fine-tuning techniques such as LoRA. Through systematic empirical evaluations, we show that DataInf accurately approximates influence scores and is orders of magnitude faster than existing methods. In applications to RoBERTa-large, Llama-2-13B-chat, and stable-diffusion-v1.5 models, DataInf effectively identifies the most influential fine-tuning examples better than other approximate influence scores. Moreover, it can help to identify which data points are mislabeled.",,2310.00902v3,arxiv,arxiv,,"influence_functions, training_data_attribution, datainf",23,73.43,2026-05-31T20:19:34+00:00
10.18653/v1/2024.emnlp-main.782,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,"Kangxi Wu, Liang Pang, Huawei Shen, Xueqi Cheng",OpenAlex,2024-01-01,2024,https://doi.org/10.18653/v1/2024.emnlp-main.782,https://github.com/cansee5/DDA,high,"The black-box nature of large language models (LLMs) poses challenges in interpreting results, impacting issues such as data intellectual property protection and hallucination tracing.Training data attribution (TDA) methods are considered effective solutions to address these challenges.Most recent TDA methods rely on influence functions, assuming the model achieves minimized empirical risk.However, achieving this criterion is difficult, and sourcing accuracy can be compromised by fitting errors during model training.In this paper, we introduce a novel TDA method called Debias and Denoise Attribution (DDA), which enhances influence functions by addressing fitting errors.Specifically, the debias strategy seeks to improve the performance of influence functions by eliminating the knowledge bias present in the base model before fine-tuning, while the denoise strategy aims to reduce discrepancies in influence scores arising from varying degrees of fitting during the training process through smoothing techniques.Experimental results demonstrate that our method significantly outperforms existing approaches, achieving an averaged AUC of 91.64%.Moreover, DDA exhibits strong generality and scalability across various sources and different-scale models like LLaMA2, QWEN2, and Mistral.",10.18653/v1/2024.emnlp-main.782,,openalex,"openalex, dblp",,"influence_functions, training_data_attribution",22,73.39,2026-05-31T20:19:34+00:00
